"Mineral Name","Mineral Name (plain)","Country of Type Locality"
"Telluroperite","Telluroperite","USA"
"Telyushenkoite","Telyushenkoite","Tajikistan"
"Temagamite","Temagamite","Canada"
"Tengchongite","Tengchongite","China"
"Tengerite-(Y)","Tengerite-(Y)","Sweden"
"Tennantite-(Cd)","Tennantite-(Cd)","Bolivia"
"Tennantite-(Cu)","Tennantite-(Cu)","Peru"
"Tennantite-(Fe)","Tennantite-(Fe)","United Kingdom"
"Tennantite-(Hg)","Tennantite-(Hg)","Switzerland"
"Tennantite-(In)","Tennantite-(In)","Greece"
"Tennantite-(Mn)","Tennantite-(Mn)","Chile"
"Tennantite-(Ni)","Tennantite-(Ni)","China"
"Tennantite-(Zn)","Tennantite-(Zn)","Switzerland"
"Tenorite","Tenorite","Italy"
"Tephroite","Tephroite","USA"
"Terlinguacreekite","Terlinguacreekite","USA"
"Terlinguaite","Terlinguaite","USA"
"Ternesite","Ternesite","Germany"
"Ternovite","Ternovite","Russia"
"Terranovaite","Terranovaite","Antarctica"
"Terrywallaceite","Terrywallaceite","Peru"
"Terskite","Terskite","Russia"
"Tertschite","Tertschite","Turkey"
"Teruggite","Teruggite","Argentina"
"Teschemacherite","Teschemacherite","South Africa"
"Testibiopalladite","Testibiopalladite","China"
"Tetra-auricupride","Tetra-auricupride","China"
"Tetradymite","Tetradymite","Slovakia"
"Tetraferriannite","Tetraferriannite","Australia"
"Tetraferriphlogopite","Tetraferriphlogopite","Russia"
"Tetraferroplatinum","Tetraferroplatinum","South Africa"
"Tetrahedrite-(Cd)","Tetrahedrite-(Cd)","Czech Republic"
"Tetrahedrite-(Cu)","Tetrahedrite-(Cu)","Slovakia"
"Tetrahedrite-(Fe)","Tetrahedrite-(Fe)","Italy"
"Tetrahedrite-(Hg)","Tetrahedrite-(Hg)","Italy / Czech Republic / Slovakia"
"Tetrahedrite-(Mn)","Tetrahedrite-(Mn)","Japan"
"Tetrahedrite-(Ni)","Tetrahedrite-(Ni)","China"
"Tetrahedrite-(Zn)","Tetrahedrite-(Zn)","Germany"
"Tetrarooseveltite","Tetrarooseveltite","Czech Republic"
"Tetrataenite","Tetrataenite","USA (meteorite)"
"Tetrawickmanite","Tetrawickmanite","USA"
"Tewite","Tewite","China"
"Thadeuite","Thadeuite","Portugal"
"Thalcusite","Thalcusite","Russia"
"Thalénite-(Y)","Thalenite-(Y)","Sweden"
"Thalfenisite","Thalfenisite","Russia"
"Thalhammerite","Thalhammerite","Russia"
"Thalliomelane","Thalliomelane","Poland"
"Thalliumpharmacosiderite","Thalliumpharmacosiderite","North Macedonia"
"Thaumasite","Thaumasite","Sweden"
"Thebaite-(NH<sub>4</sub>)","Thebaite-(NH4)","USA"
"Theisite","Theisite","USA"
"Thénardite","Thenardite","Spain"
"Theoparacelsite","Theoparacelsite","France"
"Theophrastite","Theophrastite","Greece"
"Therasiaite","Therasiaite","Italy"
"Thérèsemagnanite","Theresemagnanite","France"
"Thermaerogenite","Thermaerogenite","Russia"
"Thermessaite","Thermessaite","Italy"
"Thermessaite-(NH<sub>4</sub>)","Thermessaite-(NH4)","Italy"
"Thermonatrite","Thermonatrite","Russia"
"Theuerdankite","Theuerdankite","Germany"
"Thomasclarkite-(Y)","Thomasclarkite-(Y)","Canada"
"Thometzekite","Thometzekite","Namibia"
"Thomsenolite","Thomsenolite","Denmark (Greenland)"
"Thomsonite-Ca","Thomsonite-Ca","United Kingdom"
"Thomsonite-Sr","Thomsonite-Sr","Japan"
"Thorasphite","Thorasphite","Australia"
"Thorbastnäsite","Thorbastnasite","Russia"
"Thoreaulite","Thoreaulite","Democratic Republic of the Congo"
"Thorianite","Thorianite","Sri Lanka"
"Thorikosite","Thorikosite","Greece"
"Thorite","Thorite","Norway"
"Thornasite","Thornasite","Canada"
"Thorneite","Thorneite","USA"
"Thorosteenstrupine","Thorosteenstrupine","Russia"
"Thortveitite","Thortveitite","Norway"
"Thorutite","Thorutite","Kyrgyzstan"
"Threadgoldite","Threadgoldite","Democratic Republic of the Congo"
"Thunderbayite","Thunderbayite","Canada"
"Tianhongqiite","Tianhongqiite","China"
"Tianhuixinite","Tianhuixinite","USA"
"Tiberiobardiite","Tiberiobardiite","Italy"
"Tiemannite","Tiemannite","Germany"
"Tienshanite","Tienshanite","Tajikistan"
"Tiettaite","Tiettaite","Russia"
"Tikhonenkovite","Tikhonenkovite","Russia"
"Tilasite","Tilasite","Sweden"
"Tilkerodeite","Tilkerodeite","Germany"
"Tilleyite","Tilleyite","USA"
"Tillmannsite","Tillmannsite","France"
"Timroseite","Timroseite","USA"
"Tin","Tin","Russia"
"Tinaksite","Tinaksite","Russia"
"Tincalconite","Tincalconite","USA"
"Tinnunculite","Tinnunculite","Russia"
"Tinsleyite","Tinsleyite","USA"
"Tinticite","Tinticite","USA"
"Tintinaite","Tintinaite","Canada"
"Tinzenite","Tinzenite","Switzerland"
"Tiptopite","Tiptopite","USA"
"Tiragalloite","Tiragalloite","Italy"
"Tischendorfite","Tischendorfite","Germany"
"Tisinalite","Tisinalite","Russia"
"Tissintite","Tissintite","Morocco (meteorite)"
"Tistarite","Tistarite","Mexico (meteorite)"
"Titanite","Titanite","Germany"
"Titanium","Titanium","China"
"Titanoholtite","Titanoholtite","Poland"
"Titanomaghemite","Titanomaghemite","South Africa"
"Titanowodginite","Titanowodginite","Canada"
"Titantaramellite","Titantaramellite","Canada / Mexico / USA"
"Tivanite","Tivanite","Australia"
"Tlalocite","Tlalocite","Mexico"
"Tlapallite","Tlapallite","Mexico"
"Tobelite","Tobelite","Japan"
"Tobermorite","Tobermorite","United Kingdom"
"Tochilinite","Tochilinite","Russia"
"Tocornalite","Tocornalite","Chile"
"Todorokite","Todorokite","Japan"
"Tokkoite","Tokkoite","Russia"
"Tokyoite","Tokyoite","Japan"
"Tolbachite","Tolbachite","Russia"
"Toledoite","Toledoite","Israel"
"Tolovkite","Tolovkite","Russia"
"Tolstykhite","Tolstykhite","Russia"
"Tomamaeite","Tomamaeite","Japan"
"Tombstoneite","Tombstoneite","USA"
"Tomichite","Tomichite","Australia"
"Tomiolloite","Tomiolloite","Mexico"
"Tomsquarryite","Tomsquarryite","Australia"
"Tondiite","Tondiite","Italy"
"Tongbaite","Tongbaite","China"
"Tooeleite","Tooeleite","USA"
"Topaz","Topaz","unknown"
"Topsøeite","Topsoeite","Iceland"
"Torbernite","Torbernite","Czech Republic"
"Törnebohmite-(Ce)","Tornebohmite-(Ce)","Sweden"
"Törnebohmite-(La)","Tornebohmite-(La)","Russia"
"Törnroosite","Tornroosite","Finland"
"Torrecillasite","Torrecillasite","Chile"
"Torreyite","Torreyite","USA"
"Torryweiserite","Torryweiserite","Canada"
"Tosudite","Tosudite","Ukraine"
"Toturite","Toturite","Russia"
"Tounkite","Tounkite","Russia"
"Townendite","Townendite","Denmark (Greenland)"
"Toyohaite","Toyohaite","Japan"
"Trabzonite","Trabzonite","Turkey"
"Tranquillityite","Tranquillityite","Moon"
"Transjordanite","Transjordanite","Jordan / Israel"
"Traskite","Traskite","USA"
"Trattnerite","Trattnerite","Austria"
"Treasurite","Treasurite","USA"
"Trébeurdenite","Trebeurdenite","France"
"Trebiskyite","Trebiskyite","USA"
"Trechmannite","Trechmannite","Switzerland"
"Tredouxite","Tredouxite","South Africa"
"Trembathite","Trembathite","Canada"
"Tremolite","Tremolite","Switzerland"
"Trevorite","Trevorite","South Africa"
"Triangulite","Triangulite","Democratic Republic of the Congo"
"Triazolite","Triazolite","Chile"
"Tridymite","Tridymite","Mexico"
"Trigodomeykite","Trigodomeykite","Iran"
"Trigonite","Trigonite","Sweden"
"Trikalsilite","Trikalsilite","Democratic Republic of the Congo"
"Trilithionite","Trilithionite","Sweden"
"Trimerite","Trimerite","Sweden"
"Trimounsite-(Y)","Trimounsite-(Y)","France"
"Trinepheline","Trinepheline","Myanmar"
"Triphylite","Triphylite","Germany"
"Triplite","Triplite","France"
"Triploidite","Triploidite","USA"
"Trippkeite","Trippkeite","Chile"
"Tripuhyite","Tripuhyite","Brazil"
"Tristramite","Tristramite","United Kingdom"
"Tritomite-(Ce)","Tritomite-(Ce)","Norway"
"Tritomite-(Y)","Tritomite-(Y)","USA"
"Trögerite","Trogerite","Germany"
"Trogtalite","Trogtalite","Germany"
"Troilite","Troilite","Italy (meteorite)"
"Trolleite","Trolleite","Sweden"
"Trona","Trona","Libya"
"Truscottite","Truscottite","Indonesia"
"Trüstedtite","Trustedtite","Finland"
"Tsangpoite","Tsangpoite","Argentina"
"Tsaregorodtsevite","Tsaregorodtsevite","Russia"
"Tschaunerite","Tschaunerite","India (meteorite)"
"Tschermakite","Tschermakite","unknown"
"Tschermigite","Tschermigite","Czech Republic"
"Tschernichite","Tschernichite","USA"
"Tschörtnerite","Tschortnerite","Germany"
"Tsepinite-Ca","Tsepinite-Ca","Russia"
"Tsepinite-K","Tsepinite-K","Russia"
"Tsepinite-Na","Tsepinite-Na","Russia"
"Tsepinite-Sr","Tsepinite-Sr","Russia"
"Tsikourasite","Tsikourasite","Greece"
"Tsilaisite","Tsilaisite","Italy"
"Tsnigriite","Tsnigriite","Uzbekistan"
"Tsugaruite","Tsugaruite","Japan"
"Tsumcorite","Tsumcorite","Namibia"
"Tsumebite","Tsumebite","Namibia"
"Tsumgallite","Tsumgallite","Namibia"
"Tsumoite","Tsumoite","Japan"
"Tsygankoite","Tsygankoite","Russia"
"Tubulite","Tubulite","France / Italy"
"Tučekite","Tucekite","Australia /South Africa"
"Tugarinovite","Tugarinovite","Russia"
"Tugtupite","Tugtupite","Denmark (Greenland)"
"Tuhualite","Tuhualite","New Zealand"
"Tuite","Tuite","China (meteorite)"
"Tulameenite","Tulameenite","Canada"
"Tuliokite","Tuliokite","Russia"
"Tululite","Tululite","Jordan"
"Tumchaite","Tumchaite","Russia"
"Tundrite-(Ce)","Tundrite-(Ce)","Russia"
"Tundrite-(Nd)","Tundrite-(Nd)","Denmark (Greenland)"
"Tunellite","Tunellite","USA"
"Tungsten","Tungsten","Russia"
"Tungstenite","Tungstenite","USA"
"Tungstibite","Tungstibite","Germany"
"Tungstite","Tungstite","USA"
"Tungusite","Tungusite","Russia"
"Tunisite","Tunisite","Tunisia"
"Tuperssuatsiaite","Tuperssuatsiaite","Denmark (Greenland)"
"Turanite","Turanite","Uzbekistan"
"Turkestanite","Turkestanite","Kyrgyzstan / Tajikistan"
"Turneaureite","Turneaureite","USA"
"Turquoise","Turquoise","unknown"
"Turtmannite","Turtmannite","Switzerland"
"Tuscanite","Tuscanite","Italy"
"Tusionite","Tusionite","Tajikistan"
"Tuzlaite","Tuzlaite","Bosnia and Herzegovina"
"Tvalchrelidzeite","Tvalchrelidzeite","Georgia"
"Tvedalite","Tvedalite","Norway"
"Tveitite-(Y)","Tveitite-(Y)","Norway"
"Tvrdýite","Tvrdyite","Czech Republic"
"Tweddillite","Tweddillite","South Africa"
"Twinnite","Twinnite","Canada"
"Tychite","Tychite","USA"
"Tyretskite","Tyretskite","Russia"
"Tyrolite","Tyrolite","Austria"
"Tyrrellite","Tyrrellite","Canada"
"Tyuyamunite","Tyuyamunite","Kyrgyzstan"
"Tzeferisite","Tzeferisite","Greece"
"Uakitite","Uakitite","Russia (meteorite)"
"Uchucchacuaite","Uchucchacuaite","Peru"
"Udinaite","Udinaite","Russia"
"Uduminelite","Uduminelite","Japan"
"Uedaite-(Ce)","Uedaite-(Ce)","Japan"
"Uklonskovite","Uklonskovite","Uzbekistan"
"Ulexite","Ulexite","Chile"
"Ulfanderssonite-(Ce)","Ulfanderssonite-(Ce)","Sweden"
"Ullmannite","Ullmannite","Germany"
"Ulrichite","Ulrichite","Australia"
"Ulvöspinel","Ulvospinel","Sweden"
"Umangite","Umangite","Argentina"
"Umbite","Umbite","Russia"
"Umbozerite","Umbozerite","Russia"
"Umbrianite","Umbrianite","Italy"
"Umohoite","Umohoite","USA"
"Ungavaite","Ungavaite","Canada"
"Ungemachite","Ungemachite","Chile"
"Upalite","Upalite","Democratic Republic of the Congo"
"Uralborite","Uralborite","Russia"
"Uralolite","Uralolite","Russia"
"Uramarsite","Uramarsite","Kazakhstan"
"Uramphite","Uramphite","Kyrgyzstan"
"Urancalcarite","Urancalcarite","Democratic Republic of the Congo"
"Uraninite","Uraninite","Czech Republic"
"Uranocircite","Uranocircite","Germany"
"Uranoclite","Uranoclite","USA"
"Uranophane","Uranophane","Poland"
"Uranopilite","Uranopilite","Czech Republic / Germany"
"Uranopolycrase","Uranopolycrase","Italy"
"Uranosilite","Uranosilite","Germany"
"Uranospathite","Uranospathite","United Kingdom"
"Uranosphaerite","Uranosphaerite","Germany"
"Uranospinite","Uranospinite","Germany"
"Uranotungstite","Uranotungstite","Germany"
"Urea","Urea","Australia"
"Uricite","Uricite","Australia"
"Uroxite","Uroxite","USA"
"Urusovite","Urusovite","Russia"
"Urvantsevite","Urvantsevite","Russia"
"Ushkovite","Ushkovite","Russia"
"Usovite","Usovite","Russia"
"Ussingite","Ussingite","Denmark (Greenland)"
"Ustarasite","Ustarasite","Russia"
"Usturite","Usturite","Russia"
"Utahite","Utahite","USA"
"Uvanite","Uvanite","USA"
"Uvarovite","Uvarovite","Russia"
"Uvite","Uvite","Italy"
"Uytenbogaardtite","Uytenbogaardtite","Indonesia / Russia / USA"
"Uzonite","Uzonite","Russia"
"Vadlazarenkovite","Vadlazarenkovite","Russia"
"Vaesite","Vaesite","Democratic Republic of the Congo"
"Vajdakite","Vajdakite","Czech Republic"
"Valentinite","Valentinite","France"
"Valleriite","Valleriite","Sweden"
"Valleyite","Valleyite","USA"
"Vallouiseite","Vallouiseite","France"
"Vanackerite","Vanackerite","Namibia"
"Vanadinite","Vanadinite","Mexico"
"Vanadiocarpholite","Vanadiocarpholite","Italy"
"Vanadio-oxy-chromium-dravite","Vanadio-oxy-chromium-dravite","Russia"
"Vanadio-oxy-dravite","Vanadio-oxy-dravite","Russia"
"Vanadio-pargasite","Vanadio-pargasite","Russia"
"Vanadium","Vanadium","Mexico"
"Vanadoallanite-(La)","Vanadoallanite-(La)","Japan"
"Vanadoandrosite-(Ce)","Vanadoandrosite-(Ce)","France"
"Vanadomalayaite","Vanadomalayaite","Italy"
"Vanalite","Vanalite","Kazakhstan"
"Vanarsite","Vanarsite","USA"
"Vandenbrandeite","Vandenbrandeite","Democratic Republic of the Congo"
"Vandendriesscheite","Vandendriesscheite","Democratic Republic of the Congo"
"Vanderheydenite","Vanderheydenite","Australia"
"Vandermeerscheite","Vandermeerscheite","Germany"
"Vaniniite","Vaniniite","Switzerland"
"Vanmeersscheite","Vanmeersscheite","Democratic Republic of the Congo"
"Vanoxite","Vanoxite","USA"
"Vanpeltite","Vanpeltite","USA"
"Vantasselite","Vantasselite","Belgium"
"Vanthoffite","Vanthoffite","Germany"
"Vanuralite","Vanuralite","Gabon"
"Vapnikite","Vapnikite","Palestine"
"Varennesite","Varennesite","Canada"
"Vargite","Vargite","Sweden"
"Variscite","Variscite","Germany"
"Varlamoffite","Varlamoffite","Democratic Republic of the Congo"
"Varulite","Varulite","Sweden"
"Vashegyite","Vashegyite","Slovakia"
"Vasilite","Vasilite","Bulgaria"
"Vasilseverginite","Vasilseverginite","Russia"
"Vasilyevite","Vasilyevite","USA"
"Västmanlandite-(Ce)","Vastmanlandite-(Ce)","Sweden"
"Vaterite","Vaterite","United Kingdom"
"Vaughanite","Vaughanite","Canada"
"Vauquelinite","Vauquelinite","Russia"
"Vauxite","Vauxite","Bolivia"
"Vavřínite","Vavrinite","Czech Republic"
"Väyrynenite","Vayrynenite","Finland"
"Veatchite","Veatchite","USA"
"Veblenite","Veblenite","Canada"
"Veenite","Veenite","Canada"
"Velikite","Velikite","Kyrgyzstan"
"Vendidaite","Vendidaite","Chile"
"Verbeekite","Verbeekite","Democratic Republic of the Congo"
"Verbierite","Verbierite","Switzerland"
"Vergasovaite","Vergasovaite","Russia"
"Vermiculite","Vermiculite","USA"
"Vernadite","Vernadite","Russia"
"Verneite","Verneite","Iceland / Italy"
"Verplanckite","Verplanckite","USA"
"Versiliaite","Versiliaite","Italy"
"Vertumnite","Vertumnite","Italy"
"Veselovskýite","Veselovskyite","Czech Republic"
"Vésigniéite","Vesignieite","Germany"
"Vestaite","Vestaite","Morocco (meteorite)"
"Vesuvianite","Vesuvianite","Italy"
"Veszelyite","Veszelyite","Romania"
"Viaeneite","Viaeneite","Belgium"
"Vicanite-(Ce)","Vicanite-(Ce)","Italy"
"Vielleaureite-(Ce)","Vielleaureite-(Ce)","France"
"Vigezzite","Vigezzite","Italy"
"Vigrishinite","Vigrishinite","Russia"
"Vihorlatite","Vihorlatite","Slovakia"
"Viitaniemiite","Viitaniemiite","Finland"
"Vikingite","Vikingite","Denmark (Greenland)"
"Villamanínite","Villamaninite","Spain"
"Villiaumite","Villiaumite","Guinea"
"Villyaellenite","Villyaellenite","France"
"Vimsite","Vimsite","Russia"
"Vincentite","Vincentite","Indonesia"
"Vinciennite","Vinciennite","France"
"Vinogradovite","Vinogradovite","Russia"
"Violarite","Violarite","Canada"
"Virgilite","Virgilite","Peru"
"Virgilluethite","Virgilluethite","USA"
"Vishnevite","Vishnevite","Russia"
"Viskontite","Viskontite","Russia"
"Vismirnovite","Vismirnovite","Tajikistan"
"Vistepite","Vistepite","Kyrgyzstan"
"Viteite","Viteite","Russia"
"Vitimite","Vitimite","Russia"
"Vittinkiite","Vittinkiite","Finland"
"Vitusite-(Ce)","Vitusite-(Ce)","Denmark (Greenland) / Russia"
"Vivianite","Vivianite","United Kingdom"
"Vladimirite","Vladimirite","Russia"
"Vladimirivanovite","Vladimirivanovite","Russia / Tajikistan"
"Vladkrivovichevite","Vladkrivovichevite","Namibia"
"Vladykinite","Vladykinite","Russia"
"Vlasovite","Vlasovite","Russia"
"Vlodavetsite","Vlodavetsite","Russia"
"Vochtenite","Vochtenite","United Kingdom"
"Voggite","Voggite","Canada"
"Voglite","Voglite","Czech Republic"
"Volaschioite","Volaschioite","Italy"
"Volborthite","Volborthite","Russia"
"Volkonskoite","Volkonskoite","Russia"
"Volkovskite","Volkovskite","Kazakhstan"
"Voloshinite","Voloshinite","Russia"
"Voltaite","Voltaite","Italy"
"Volynskite","Volynskite","Armenia"
"Vonbezingite","Vonbezingite","South Africa"
"Vonsenite","Vonsenite","USA"
"Vorlanite","Vorlanite","Russia"
"Voronkovite","Voronkovite","Russia"
"Vorontsovite","Vorontsovite","Russia"
"Voudourisite","Voudourisite","Greece"
"Vozhminite","Vozhminite","Russia"
"Vránaite","Vranaite","Madagascar"
"Vrančiceite","Vranciceite","Czech Republic"
"Vrbaite","Vrbaite","North Macedonia"
"Vuagnatite","Vuagnatite","Turkey"
"Vulcanite","Vulcanite","USA"
"Vuonnemite","Vuonnemite","Russia"
"Vuorelainenite","Vuorelainenite","Sweden"
"Vuoriyarvite-K","Vuoriyarvite-K","Russia"
"Vurroite","Vurroite","Italy"
"Vyacheslavite","Vyacheslavite","Uzbekistan"
"Vyalsovite","Vyalsovite","Russia"
"Vymazalováite","Vymazalovaite","Russia"
"Vysokýite","Vysokyite","Czech Republic"
"Vysotskite","Vysotskite","Russia"
"Vyuntspakhkite-(Y)","Vyuntspakhkite-(Y)","Russia"
"Wadalite","Wadalite","Japan"
"Wadeite","Wadeite","Australia"
"Wadsleyite","Wadsleyite","Canada (meteorite)"
"Wagnerite","Wagnerite","Austria"
"Waimirite-(Y)","Waimirite-(Y)","Brazil"
"Waipouaite","Waipouaite","New Zealand"
"Wairakite","Wairakite","New Zealand"
"Wairauite","Wairauite","New Zealand"
"Wakabayashilite","Wakabayashilite","Japan"
"Wakefieldite-(Ce)","Wakefieldite-(Ce)","Democratic Republic of the Congo"
"Wakefieldite-(La)","Wakefieldite-(La)","Germany"
"Wakefieldite-(Nd)","Wakefieldite-(Nd)","Japan"
"Wakefieldite-(Y)","Wakefieldite-(Y)","Canada"
"Walentaite","Walentaite","USA"
"Walfordite","Walfordite","Chile"
"Walkerite","Walkerite","Canada"
"Wallisite","Wallisite","Switzerland"
"Wallkilldellite","Wallkilldellite","USA"
"Wallkilldellite-(Fe)","Wallkilldellite-(Fe)","France"
"Walpurgite","Walpurgite","Germany"
"Walstromite","Walstromite","USA"
"Walthierite","Walthierite","Chile"
"Wampenite","Wampenite","Germany"
"Wangdaodeite","Wangdaodeite","China"
"Wangkuirenite","Wangkuirenite","Italy"
"Wangpuite","Wangpuite","USA"
"Wardite","Wardite","USA"
"Wardsmithite","Wardsmithite","USA"
"Warikahnite","Warikahnite","Namibia"
"Warkite","Warkite","Australia (meteorite) / Italy (meteorite)"
"Warwickite","Warwickite","USA"
"Wassonite","Wassonite","Antarctica"
"Watanabeite","Watanabeite","Japan"
"Watatsumiite","Watatsumiite","Japan"
"Waterhouseite","Waterhouseite","Australia"
"Watkinsonite","Watkinsonite","Canada"
"Wattersite","Wattersite","USA"
"Wattevilleite","Wattevilleite","Germany"
"Wavellite","Wavellite","United Kingdom"
"Wawayandaite","Wawayandaite","USA"
"Waylandite","Waylandite","Uganda"
"Wayneburnhamite","Wayneburnhamite","USA"
"Weberite","Weberite","Denmark (Greenland)"
"Weddellite","Weddellite","Antarctica"
"Weeksite","Weeksite","USA"
"Wegscheiderite","Wegscheiderite","USA"
"Weibullite","Weibullite","Sweden"
